,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
82,005950,009830,000720,009420,029460,007690,004000,001780,000860,012450,011930,005380,021240,036460,012750,007860,007460,005440,001820,003060
83,005950,009830,000720,009420,029460,007690,004000,000860,011930,021240,012750,005440,001820,011170,006120,002620,000670,003920,001520,004360
84,005950,009830,029460,007690,004000,000860,011930,021240,005440,006120,002620,000670,005380,000210,008930,036460,000150,000430,004700,013520
85,009830,029460,007690,004000,000860,011930,005440,006120,002620,000670,005380,008930,036460,004700,013520,012450,004370,003620,026890,001780
86,009830,029460,004000,000860,011930,005440,006120,002620,000670,005380,004700,013520,012450,003620,000720,010060,000150,005610,001390,025620
87,029460,004000,000860,011930,005440,006120,000670,005380,004700,013520,012450,003620,000720,001390,025620,036460,010780,007690,001820,002810
88,029460,000860,011930,005440,006120,000670,004700,013520,012450,003620,001390,036460,007690,002810,030200,018880,000150,007460,000430,016800
89,029460,011930,005440,006120,000670,004700,001390,036460,000150,007460,016800,011170,000720,004000,005610,006360,002620,010780,008490,016590
90,029460,011930,005440,006120,004700,001390,036460,000150,007460,016800,006360,002620,010780,008490,012330,010060,014820,003090,001520,015890
91,029460,005440,006120,004700,001390,036460,000150,007460,016800,006360,002620,010780,012330,014820,003090,001520,009150,000120,001120,002810
92,005440,006120,004700,001390,036460,000150,007460,016800,006360,002620,012330,003090,001120,002810,028050,008770,007860,003580,007540,016590
93,005440,004700,001390,036460,007460,016800,006360,002620,012330,002810,007860,007540,026960,001630,014820,003240,001780,015360,015890,002020
94,004700,001390,036460,007460,016800,006360,002620,012330,002810,026960,003240,015890,009150,028050,003410,001040,000120,010780,002240,000430
95,004700,036460,007460,006360,002620,012330,002810,009150,028050,003410,001040,010780,002240,000430,006120,003230,003090,008730,004150,007540
96,004700,006360,002620,012330,028050,003410,001040,010780,000430,006120,003230,003090,004150,026960,001630,014820,007340,020560,003240,001780
97,004700,006360,002620,012330,028050,003410,001040,010780,000430,006120,003230,003090,004150,003240,002790,008730,009450,002240,007690,003220
98,004700,006360,002620,012330,003410,001040,010780,000430,006120,003230,003090,008730,009450,002240,007690,003220,007860,029460,007460,017940
99,004700,006360,002620,003410,010780,000430,003230,003090,008730,002240,003220,029460,007460,017940,010620,026960,007310,004800,004150,010690
100,004700,006360,003410,010780,000430,003230,003090,008730,002240,003220,029460,007460,017940,026960,004800,004150,010690,006120,006110,001740
101,006360,003410,010780,000430,003230,003090,002240,003220,029460,007460,017940,004800,001740,005380,021240,002790,007310,002620,009450,025860
102,003410,010780,000430,003230,003090,003220,029460,007460,017940,021240,002790,007310,002620,025860,000100,000720,036460,003850,005440,007690
103,003410,010780,000430,003090,003220,029460,007460,017940,021240,002620,025860,000100,036460,003850,007690,033780,000240,008730,002240,013520
104,003410,010780,000430,003090,003220,029460,007460,017940,025860,036460,003850,007690,033780,000240,007310,004800,005440,005880,033180,002320
